participantIdFrom,participantIdTo,weekday,weight
14,113,Monday,2
14,113,Tuesday,2
14,113,Wednesday,3
14,113,Thursday,3
14,113,Friday,2
14,113,Saturday,2
14,114,Sunday,2
14,114,Monday,2
14,114,Tuesday,2
14,114,Wednesday,2
14,114,Thursday,2
14,114,Friday,2
14,114,Saturday,2
14,121,Monday,2
14,121,Tuesday,2
14,121,Wednesday,2
14,121,Thursday,2
14,128,Sunday,4
14,128,Monday,4
14,128,Tuesday,4
14,128,Wednesday,4
14,128,Thursday,4
14,128,Friday,2
14,128,Saturday,3
14,130,Sunday,3
14,130,Monday,3
14,130,Tuesday,3
14,130,Wednesday,2
14,130,Thursday,3
14,130,Friday,3
14,130,Saturday,3
14,138,Sunday,4
14,138,Monday,4
14,138,Tuesday,4
14,138,Wednesday,5
14,138,Thursday,5
14,138,Friday,4
14,138,Saturday,4
14,152,Sunday,2
14,152,Monday,2
14,152,Tuesday,2
14,152,Wednesday,2
14,152,Thursday,2
14,152,Friday,2
14,152,Saturday,2
14,165,Sunday,2
14,165,Monday,2
14,165,Tuesday,2
14,165,Wednesday,2
14,165,Thursday,2
14,165,Friday,2
14,165,Saturday,2
14,174,Sunday,3
14,174,Monday,3
14,174,Tuesday,3
14,174,Wednesday,3
14,174,Thursday,4
14,174,Friday,3
14,174,Saturday,3
14,177,Sunday,2
14,177,Monday,2
14,177,Tuesday,2
14,177,Wednesday,2
14,177,Thursday,2
14,177,Friday,2
14,177,Saturday,2
14,197,Sunday,3
14,197,Monday,3
14,197,Tuesday,3
14,197,Wednesday,3
14,197,Thursday,4
14,197,Friday,3
14,197,Saturday,3
14,222,Sunday,3
14,222,Monday,3
14,222,Tuesday,2
14,222,Wednesday,2
14,222,Thursday,2
14,222,Friday,2
14,222,Saturday,2
14,600,Sunday,2
14,600,Monday,2
14,600,Tuesday,2
14,845,Sunday,3
14,845,Monday,4
14,845,Tuesday,4
14,845,Wednesday,5
14,845,Thursday,3
14,845,Friday,3
14,845,Saturday,3
15,40,Monday,2
15,40,Tuesday,2
15,40,Wednesday,2
15,90,Sunday,2
15,90,Monday,2
15,90,Tuesday,2
15,90,Wednesday,3
15,90,Thursday,2
15,90,Friday,2
15,90,Saturday,2
15,322,Sunday,2
15,322,Monday,2
15,322,Tuesday,2
15,322,Wednesday,2
15,322,Thursday,2
15,322,Friday,2
15,322,Saturday,2
15,429,Sunday,2
15,429,Monday,2
15,429,Tuesday,2
15,429,Wednesday,2
15,429,Thursday,2
15,429,Friday,2
15,429,Saturday,2
15,565,Sunday,3
15,565,Monday,3
15,565,Tuesday,2
15,565,Wednesday,2
15,565,Thursday,2
15,565,Friday,2
15,565,Saturday,3
15,582,Sunday,2
15,582,Monday,2
15,582,Tuesday,2
15,582,Wednesday,2
15,582,Thursday,3
15,582,Friday,3
15,582,Saturday,2
15,654,Sunday,4
15,654,Monday,4
15,654,Tuesday,4
15,654,Wednesday,4
15,654,Thursday,5
15,654,Friday,4
15,654,Saturday,4
15,700,Thursday,2
15,781,Sunday,2
15,781,Monday,2
15,781,Tuesday,2
15,781,Wednesday,2
15,781,Thursday,2
15,781,Friday,2
15,781,Saturday,2
15,891,Sunday,3
15,891,Monday,3
15,891,Tuesday,3
15,891,Wednesday,3
15,891,Thursday,3
15,891,Friday,2
15,891,Saturday,3
15,964,Sunday,3
15,964,Monday,3
15,964,Tuesday,4
15,964,Wednesday,4
15,964,Thursday,4
15,964,Friday,3
15,964,Saturday,3
16,22,Monday,2
16,22,Tuesday,2
16,22,Wednesday,2
16,22,Thursday,2
16,35,Sunday,3
16,35,Monday,3
16,35,Tuesday,2
16,35,Wednesday,4
16,35,Thursday,4
16,35,Friday,3
16,35,Saturday,3
16,77,Monday,2
16,77,Tuesday,2
16,77,Wednesday,2
16,77,Thursday,2
16,88,Monday,2
16,88,Tuesday,2
16,88,Wednesday,2
16,88,Thursday,2
16,99,Sunday,4
16,99,Monday,4
16,99,Tuesday,4
16,99,Wednesday,5
16,99,Thursday,5
16,99,Friday,4
16,99,Saturday,4
16,107,Sunday,3
16,107,Monday,3
16,107,Tuesday,3
16,107,Wednesday,3
16,107,Thursday,3
16,107,Friday,2
16,107,Saturday,2
16,147,Sunday,3
16,147,Monday,3
16,147,Tuesday,4
16,147,Wednesday,4
16,147,Thursday,4
16,147,Friday,3
16,147,Saturday,3
16,227,Sunday,4
16,227,Monday,4
16,227,Tuesday,4
16,227,Wednesday,4
16,227,Thursday,5
16,227,Friday,4
16,227,Saturday,4
16,266,Monday,2
16,266,Tuesday,2
16,266,Wednesday,2
16,266,Thursday,2
16,914,Sunday,3
16,914,Monday,3
16,914,Tuesday,3
16,914,Wednesday,3
16,914,Thursday,4
16,914,Friday,3
16,914,Saturday,3
16,918,Sunday,2
16,918,Monday,2
16,918,Tuesday,2
16,918,Wednesday,2
16,918,Thursday,2
16,918,Saturday,2
16,953,Sunday,2
16,953,Monday,2
16,953,Saturday,2
16,987,Monday,2
16,987,Tuesday,2
16,987,Wednesday,2
16,987,Thursday,2
16,993,Sunday,2
16,993,Monday,3
16,993,Tuesday,3
16,993,Wednesday,3
16,993,Thursday,3
16,993,Friday,2
16,993,Saturday,2
17,435,Monday,2
17,435,Tuesday,2
17,435,Wednesday,2
17,441,Sunday,2
17,441,Monday,2
17,441,Tuesday,2
17,441,Wednesday,2
17,441,Saturday,2
17,479,Sunday,3
17,479,Monday,4
17,479,Tuesday,4
17,479,Wednesday,3
17,479,Thursday,3
17,479,Friday,2
17,479,Saturday,2
17,854,Sunday,2
17,854,Monday,2
17,854,Tuesday,2
17,854,Wednesday,2
17,854,Thursday,3
17,854,Friday,3
17,854,Saturday,2
18,14,Sunday,3
18,14,Monday,3
18,14,Tuesday,2
18,14,Wednesday,2
18,14,Thursday,2
18,14,Friday,2
18,14,Saturday,2
18,130,Sunday,3
18,130,Monday,3
18,130,Tuesday,2
18,130,Wednesday,2
18,130,Thursday,2
18,130,Friday,2
18,130,Saturday,2
18,786,Sunday,4
18,786,Monday,4
18,786,Tuesday,4
18,786,Wednesday,4
18,786,Thursday,5
18,786,Friday,4
18,786,Saturday,4
19,10,Sunday,4
19,10,Monday,4
19,10,Tuesday,4
19,10,Wednesday,4
19,10,Thursday,4
19,10,Friday,3
19,10,Saturday,4
19,62,Sunday,4
19,62,Monday,3
19,62,Tuesday,3
19,62,Wednesday,3
19,62,Thursday,3
19,62,Friday,3
19,62,Saturday,4
19,156,Sunday,2
